Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,FAR.Description,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight
Non-Fatal,Substantial,Helicopter,Steward Rocky,162F,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Fetherolf,Hatz CB-1,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Vans Aircraft,RV-9A,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Stearman,4E,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,401,2.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Piper,PA-25-235,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,1.0,3.3708830548926016,VMC,Approach
Non-Fatal,Substantial,Airplane,Champion,7GCB,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Bellanca,8GCBC,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,1.0,3.3708830548926016,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Grumman,G-164A,1.0,Reciprocating,Part 137: Agricultural,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Air Tractor,AT-401,1.0,Reciprocating,Part 137: Agricultural,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Lake,LA-250,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,1.0,3.3708830548926016,VMC,Landing
Non-Fatal,Substantial,Airplane,Mooney,M-20E,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,1.0,3.3708830548926016,VMC,Approach
Non-Fatal,Substantial,Airplane,William K. Crawford,Tango 2,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,1.0,3.3708830548926016,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Peck,Vans RV-4,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Go-around
Non-Fatal,Substantial,Airplane,Cessna,310P,2.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,T210J,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,1.0,3.3708830548926016,VMC,Approach
Non-Fatal,Substantial,Airplane,Cessna,T210M,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Luscombe,8F,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Piper,PA28-140,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Landing
Non-Fatal,Destroyed,Airplane,Cessna,172E,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Go-around
Non-Fatal,Substantial,Helicopter,Robinson,R22 Mariner,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,1.0,1.0,VMC,Descent
Non-Fatal,Substantial,Airplane,Aeronca,7AC,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Waco,YMF-FSC,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,1.0,3.3708830548926016,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,180E,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,172 RG,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Landing
Non-Fatal,Substantial,Helicopter,Texas Helicopter,M-74,1.0,Reciprocating,Part 137: Agricultural,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Mooney Aircraft Corp,M20S,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,1.0,3.3708830548926016,VMC,Go-around
Non-Fatal,Substantial,Airplane,Glassic Composites,SQ-2000 XL,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,1.0,3.3708830548926016,VMC,Cruise
Non-Fatal,Substantial,Helicopter,Robinson,R-44 II,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Cessna,R182,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Boeing,A 75N1,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Air Tractor Inc.,AT-301,1.0,Reciprocating,Part 137: Agricultural,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Manoucher,Lancair 360 MKII,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Landing
Non-Fatal,Substantial,Helicopter,Mcdonnell Douglas,369FF,1.0,Turbo Shaft,Part 133: Rotorcraft Ext. Load,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Selby Dean,KR-2-SS,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Grumman,G-164C,1.0,Reciprocating,Part 137: Agricultural,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Incident,Minor,Airplane,Aviat,A-1A,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Piper,PA-28,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Piper,PA 25,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Maneuvering
Non-Fatal,Destroyed,Helicopter,Rotorway,Exec,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,1.0,3.3708830548926016,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Piper,J3C,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,1.0,3.3708830548926016,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Piper,PA-24-250,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,1.0,3.3708830548926016,VMC,Cruise
Non-Fatal,Substantial,Airplane,Piper,J5A,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Takeoff
Non-Fatal,Substantial,Helicopter,Bell,206 L-1,2.0,Turbo Shaft,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,1.0,3.3708830548926016,VMC,Standing
Non-Fatal,Substantial,Airplane,Cessna,182N,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Aviat,A-1B,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,182Q,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Aviat,A-1B,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Landing
Non-Fatal,Destroyed,Airplane,Cessna,A185F,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Piper,Aerostar 602P,2.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Landing
Non-Fatal,Substantial,Helicopter,Robinson,R-22,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,1.0,3.3708830548926016,VMC,Landing
Non-Fatal,Substantial,Helicopter,Tjerrild,Rotorway Exec,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Stinson,108,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,1.0,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Cessna,140,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Boeing,A75N1,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Stamsta,Wittman Tailwind W10,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cherkas,Murphy Rebel,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Landing
Non-Fatal,Destroyed,Airplane,Piper,PA-28RT-201T,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,1.0,2.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Piper,PA22-20,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Lake,LA4-200,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Takeoff
Non-Fatal,Substantial,Gyrocraft,Pascucci,RAF 2000,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Mooney,M20F,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Cessna,402C,2.0,Reciprocating,Part 135: Air Taxi & Commuter,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Piper,PA-20,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Takeoff
Non-Fatal,Substantial,Helicopter,Bell,47G-3B-1,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Aeronca,15AC,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Mooney,M20K,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,1.0,3.3708830548926016,VMC,Landing
Non-Fatal,Substantial,Airplane,Mooney,M20J,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,1.0,3.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Mooney,M20J,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Air Tractor,AT-301,1.0,Reciprocating,Part 137: Agricultural,1.1167605633802817,0.27351323028556457,1.0,3.3708830548926016,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Cessna,U206G,1.0,Reciprocating,Part 135: Air Taxi & Commuter,1.1167605633802817,0.27351323028556457,0.4613025011798018,3.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Devereux,Mustang II,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Destroyed,Helicopter,Bell,47G2,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Beyers,Kitfox IV,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Piper,PA-22-150,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Landing
Non-Fatal,Substantial,Helicopter,Bell,206B,1.0,Turbo Shaft,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,1.0,3.3708830548926016,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Rockwell,112TC,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Piper,PA-28R-180,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Landing
Non-Fatal,Substantial,Helicopter,Eurocopter,AS 350 B2,1.0,Turbo Shaft,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Bowles,Questair Venture,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Landing
Fatal(2),Destroyed,Airplane,Beech,BE-99,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,2.0,0.27351323028556457,0.4613025011798018,3.3708830548926016,VMC,Cruise
Non-Fatal,Substantial,Airplane,Mooney,M20E,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Christen Industries,A1B,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Destroyed,Airplane,Beech,BE-58,2.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Wahl,S-51D,1.0,Turbo Prop,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,150H,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Aeronca,7AC,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Climb
Non-Fatal,Substantial,Airplane,Cessna,170B,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Cruise
Non-Fatal,Substantial,Helicopter,Robinson,R22 BETA,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Luscombe,8A,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Landing
Non-Fatal,Substantial,Helicopter,Robinson,R44,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,"Pettigrew, Richard",RV-6A,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Quicksilver,MXL II,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Cessna,177,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Champion,7ECA,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Beech,BE-18,2.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,1.0,3.0,VMC,Landing
Non-Fatal,Destroyed,Airplane,Cessna,172S,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,1.0,3.3708830548926016,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Piper,PA-32-301,2.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Senior Aero Sport,D-260,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Piper,PA-18-150,1.0,Reciprocating,Public Use,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Utterback,Mustang II,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,1.0,3.3708830548926016,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Grumman American,AA1C,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Champion,7GCBC,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,402C,2.0,Reciprocating,Part 135: Air Taxi & Commuter,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Piper,PA-44-180,2.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,3.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Maule,M4-210C,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Wood/thorpe,T-18,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,1.0,3.3708830548926016,VMC,Climb
Non-Fatal,Substantial,Airplane,Bailey,Merlin GT,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Smith,S-51D,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Aeronca,CHAMPION 7GCBC,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Destroyed,Airplane,Grumman American,AA-5A,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Approach
Non-Fatal,Substantial,Airplane,Piper,PA-28-140,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,1.0,3.3708830548926016,VMC,Go-around
Non-Fatal,Substantial,Airplane,Piper,PA-32R-301,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Taxi
Non-Fatal,Substantial,Airplane,Cessna,172RG,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Air Tractor,AT-502B,1.0,Turbo Prop,Part 137: Agricultural,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Cruise
Fatal(1),Destroyed,Helicopter,Bell,OH-58C,1.0,Turbo Shaft,Public Use,1.0,0.27351323028556457,1.0,3.3708830548926016,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Cessna,150L,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Lemuel May,Leza-Lockwood Aircam,2.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Cruise
Non-Fatal,Substantial,Airplane,Aero Commander,S2R,1.0,Turbo Prop,Part 137: Agricultural,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Maneuvering
Non-Fatal,Substantial,Airplane,Piper,PA-16,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Landing
Non-Fatal,Substantial,Gyrocraft,Abbott,RAF 2000,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Takeoff
Non-Fatal,Substantial,Airplane,Iar Sa Brasov,823,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Descent
Non-Fatal,Substantial,Airplane,Piper,PA-28-181,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,1.0,3.3708830548926016,VMC,Cruise
Non-Fatal,Substantial,Airplane,Piper,PA-28,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,2.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Carter-jones,Volmer Sportsman,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,0.4613025011798018,1.0,VMC,Landing
Non-Fatal,Substantial,Airplane,Consolidated Aeronautics Inc.,Lake LA-4-200,1.0,Reciprocating,Part 91: General Aviation,1.1167605633802817,0.27351323028556457,1.0,3.3708830548926016,VMC,Landing
Non-Fatal,Substantial,Airplane,De Havilland,DHC-2,1.0,Reciprocating,Part 135: Air Taxi & Commuter,1.1167605633802817,0.27351323028556457,0.4613025011798018,3.0,VMC,Landing
